,id,type,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
1932,84,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2061.535487,229690.2941,4222.202092,1229343.168,0.113384205,0.001553865,7.07374128,1797.858086,18.9580721,27.59052319,-38.97822589,3902.951898,112.0027042,433.7410314,-31.80163455,178.6561011,38.22769598,87.48400436,-6.302149561,143.9138527
1955,85,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1313.515317,407362.4082,2641.080748,2069606.809,0.059444268,0.001673494,1.757802015,4671.855824,21.70398106,29.44354229,-179.9101328,4523.191085,131.3699961,1280.037021,0.491408066,582.2077705,43.17383267,261.4301197,14.11728935,191.6807418
1978,86,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1244.62049,714321.5585,2514.310274,3532130.82,0.048772105,0.002731597,0.820536575,5996.223445,20.7771478,32.27811083,-212.9406566,7252.013173,139.0969636,1558.142756,9.488111274,732.868811,35.43702718,258.5059296,12.75631673,310.555884
2001,87,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1442.97243,387776.9095,3085.148812,2198518.245,0.050924706,0.001156472,1.758138113,3793.655746,23.40218847,25.99954862,-155.3812998,3072.674139,125.6062094,803.6257408,1.593633646,493.5064623,45.80778757,356.445078,0.857140355,261.7125232
2024,88,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1006.922296,136586.9045,2074.532158,1017407.131,0.032072129,0.000175239,2.518459309,5248.515665,22.28121077,24.8592506,-194.2691173,3241.616568,151.8233686,567.8346748,-1.156573261,204.7148261,39.21105507,128.4671616,16.57909489,181.4405864
2047,89,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",797.3525,198355.928,1451.488122,1069292.403,0.025601078,0.000404819,-8.390965846,11499.66944,24.62343135,21.50457422,-347.0873944,5342.014585,139.3149666,1055.769532,24.26036449,915.6697035,22.14579976,311.5649624,18.65499088,230.2909801
2070,90,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1614.528259,781745.206,3472.779853,3612664.976,0.05830116,0.002687997,2.301060114,4437.383788,21.58087411,22.19534551,-177.4003165,4500.746087,115.302565,1386.6458,9.982300231,683.5940258,54.06267618,321.4966635,7.609945338,331.2246633
2093,91,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",991.0902392,416742.31,1942.912541,2282442.734,0.036033642,0.000653925,0.21142422,7248.643269,24.74511322,22.9316735,-236.3632005,7778.142995,161.7029554,1110.39756,-1.109526435,609.9267107,27.26380573,117.1086212,9.589459546,333.3962983
2116,92,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",917.8424704,523832.3883,1597.955635,2290628.07,0.032301887,0.001603923,-4.934901128,10923.15223,20.8996679,29.04264992,-332.6748729,7273.360686,128.000001,966.7034645,29.01098137,1189.698104,41.84422456,304.7776679,31.27797261,228.0731232
2139,93,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",569.7425092,104931.8669,926.8708553,498151.121,0.021687258,0.000117808,-4.544712434,12182.56332,24.25215717,27.76442047,-350.4270404,2663.666893,169.5647123,623.8172893,31.83224685,317.2655972,16.67521923,213.5483438,28.70345379,188.9278716
2162,94,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1240.032697,527697.0302,2519.468228,2827306.682,0.050953095,0.002508918,1.264178102,5481.922374,24.29038205,28.33833208,-206.2149243,6816.875639,126.6045288,1109.379317,10.56746174,764.6860825,43.23897297,226.4006452,12.49558094,230.7311163
2185,95,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1388.168198,510571.0535,2753.629292,2165018.532,0.057092569,0.001331933,4.708528131,3436.317939,23.53828688,26.58013195,-130.5340523,2311.61747,140.0040193,959.4860787,-1.256861984,536.5902878,39.30675627,173.0173624,-6.367574168,254.20082
2208,96,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1132.528153,319800.5414,2065.55999,1741792.973,0.048346278,0.001267768,-11.24259803,9768.483542,23.05440763,20.57331827,-314.6516064,5286.330496,139.9559145,681.1496541,11.82382837,527.7922138,30.08004668,488.8467894,-7.555691357,265.0524903
2231,97,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1237.142105,423565.2434,2605.634425,2491489.973,0.044635341,0.00076438,5.446615746,4109.835375,23.54210499,22.82022933,-148.6510647,4162.01787,145.6700189,1369.952155,-9.314286041,247.0638802,48.49956673,158.7535148,10.57866094,221.7716245
2254,98,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2309.736124,191525.8221,4829.26315,619828.6449,0.128306308,0.002440351,3.973600588,2182.83568,19.39760855,11.36407866,-90.75510852,2589.830035,100.0949565,299.4971174,-23.88180154,451.6998491,52.55921805,120.5011395,-20.89019137,110.0884411
2277,99,blues,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1539.411466,225406.1629,3176.990427,1037014.941,0.074800145,0.001675588,-3.176376458,5074.717952,19.94818573,13.22341854,-177.0544659,9703.779702,136.1880919,546.5409979,-26.91470221,1629.284463,36.39798367,239.8061683,-18.77192632,247.3654077
2300,0,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1505.594723,44483.49898,2718.324855,298430.6948,0.09822364,0.000433373,-11.07766251,7289.460284,17.09812876,20.03165689,-268.0568423,1791.21813,135.7178534,190.1777503,-34.10022119,230.9688975,25.63869847,170.363039,-12.9857571,72.35749892
2323,1,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1360.112057,61612.81845,2386.521564,369169.013,0.087713103,0.000631344,-15.34361414,9569.925645,17.34320672,17.66372008,-323.9910489,987.0311612,133.6663123,332.8266937,-25.01570925,187.4881332,24.55614448,153.3474234,-11.94397011,131.0340977
2346,2,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1489.354967,38741.89494,2783.183196,273846.9685,0.089985314,0.000396068,-8.730931167,6154.334328,18.29517273,21.1182158,-235.2706394,860.2032428,141.1671477,196.857159,-34.65379216,151.9415321,30.99073906,136.0445791,-16.36787148,51.55546271
2369,3,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1526.780537,91597.71506,2915.929551,500743.2347,0.108848867,0.001160704,-13.29369418,9909.068703,19.75383267,23.42218792,-326.8186532,3209.824227,127.3825377,310.3994457,-30.58095578,463.3843547,37.47975265,127.6204673,-5.30743516,131.2954667
2392,4,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1705.969854,68216.85691,3177.366007,331487.9072,0.112806974,0.000838351,-13.98393097,6501.822849,16.28431384,18.17397539,-259.8933392,559.8984835,118.9330058,220.9761461,-35.59321662,142.5195464,32.01701049,63.0446314,-16.55379146,75.62585217
2415,5,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1432.293322,73567.90694,2838.092864,303968.7229,0.075290319,0.000616943,-10.89318614,7609.359357,17.70997435,24.25050631,-264.1606429,7386.151503,138.1094525,320.0063777,-30.10671276,147.4157271,37.80136252,178.3911687,-7.189947903,95.31753346
2438,6,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1373.128086,70486.97957,2738.614474,316293.3011,0.072928401,0.000734154,-11.77654565,8588.036418,18.67129077,18.01604189,-295.556258,3989.144495,134.5418027,308.716225,-22.45925907,160.5380048,40.76611063,86.14203595,-5.87232058,118.1487362
2461,7,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1358.864759,130434.7953,2667.963867,516620.033,0.07310403,0.001151926,-11.33680149,8565.297085,18.62549086,21.87901561,-287.0156653,7845.331407,135.8967466,531.6629453,-24.41484225,524.9478387,36.62718176,143.343856,-6.232000389,155.3545598
2484,8,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1516.473454,80519.50161,2973.626851,308834.4097,0.078763929,0.000655119,-13.33714797,8353.570374,18.82044977,22.30049696,-292.1766104,4871.649754,127.791778,253.5938046,-29.88269968,202.4004393,37.41500126,86.49578527,-9.542748293,112.9287407
2507,9,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1216.501847,121294.2843,2560.615007,693014.7921,0.056281038,0.000772028,-14.39232762,11757.50709,20.64413549,23.71468364,-356.2023213,5146.872081,139.7968928,596.1935263,-6.284538841,222.7393954,43.16308306,76.04177146,-8.871532574,121.4005485
2530,10,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1496.677361,81690.6204,2867.20442,345240.8539,0.08613092,0.000846609,-14.50519342,9509.335372,16.71595739,20.41702667,-315.0121603,6224.241643,128.7748411,258.2771436,-28.91890722,515.7208018,30.85808172,119.792371,-8.975225577,146.330655
2553,11,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",947.631976,77572.36909,1692.184264,405335.9818,0.060569964,0.000384244,-16.15714174,13873.5135,19.76815688,20.21587346,-385.0447661,1514.455865,177.4261981,649.5104428,-9.3347453,185.47624,24.34357626,143.0521969,5.838204334,64.08824008
2576,12,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1179.071852,123205.0582,2152.277037,547009.9113,0.065858164,0.000736385,-16.85683412,12385.79244,19.54019761,18.40867687,-362.6754912,7776.932986,144.0167745,1297.711265,-18.9281756,511.3069782,30.65082125,104.6074182,1.053493757,116.0606796
2599,13,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1388.559576,217896.8239,2600.025777,756561.4275,0.080887763,0.001010672,-15.79391644,11467.52221,18.97194403,26.6811597,-343.0303178,9907.170788,140.058981,1652.214886,-20.92122238,411.6554515,32.36392072,128.0329482,-3.708670655,153.2999956
2622,14,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1279.673606,98668.22123,2389.643044,386598.8551,0.068468765,0.000501285,-17.1152143,10226.43595,18.23180806,18.73033793,-324.5348541,5548.576885,147.8378373,693.1555709,-31.9294506,279.7764817,27.39138729,72.99494019,-4.498867778,146.9154988
2645,15,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1371.974376,111666.3667,2620.933015,614596.9974,0.075783143,0.00063832,-22.06940742,16981.58989,21.75568749,13.85142886,-449.5068572,4786.786273,124.9650446,1122.454267,-19.86319049,190.9264167,27.52041341,202.147893,-5.764767908,97.96147814
2668,16,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1054.170151,88124.05091,1946.434638,550862.6872,0.047643002,0.000422375,-23.36801062,19795.80219,18.28115667,16.06717465,-482.7962136,4781.94561,154.8802418,251.5202451,-4.986687443,243.2087436,29.7210212,48.37426106,-1.849188598,156.4638339
2691,17,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1359.756912,80858.92618,2419.255371,487392.1363,0.081153101,0.000282935,-16.24689808,10053.54367,18.8317735,24.37618814,-311.4479175,10719.23471,148.6123569,807.5870322,-33.50889841,224.6880057,10.33870722,453.4208946,-12.89727517,134.1307059
2714,18,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1157.869664,188122.2585,2182.114712,930814.8896,0.070610389,0.000825617,-17.1250638,14702.67122,18.80127999,17.07161334,-405.7537182,4829.266007,145.6900252,1870.674131,-0.804524384,454.5742128,23.08308315,202.9838208,9.24775107,89.18250958
2737,19,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1183.537937,181836.8859,2286.492324,818064.4706,0.057472217,0.00107362,-22.36257995,19253.87933,19.09871777,16.46681539,-475.9034668,5824.680521,141.5843238,1229.447998,-8.522354797,472.9949823,33.97198072,65.80074821,0.57131125,151.3227475
2760,20,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1218.888335,106129.6172,2296.382574,469089.349,0.069795452,0.000520671,-12.50085787,9526.163284,18.90736912,23.53628175,-301.0267144,5368.735288,161.0313081,909.009898,-24.23073649,317.0567284,27.96186079,160.7372476,-2.84011065,130.0315092
2783,21,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1371.864697,108151.786,2570.93926,533946.5991,0.079562212,0.000556704,-14.84753862,8447.43498,18.33659057,23.53071778,-278.2960964,9456.569512,147.8193631,682.6019421,-31.58777657,192.5204615,20.34998925,131.8803549,-9.583558347,108.4225335
2806,22,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1211.340765,56556.82344,2238.560081,309002.2377,0.068430157,0.000396222,-11.41352673,8828.986464,21.14405386,31.74158173,-278.6491637,9737.611877,160.0229758,464.4904786,-28.4145679,434.0332982,23.12516592,136.892596,-2.672939367,194.8769571
2829,23,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",983.668647,47103.15053,1852.289471,293169.922,0.044257585,0.000346139,-16.08182034,15024.56902,20.00093814,17.08557004,-407.1118282,3307.620473,163.1981102,220.6218197,-2.440471548,414.0251224,32.48407369,85.80770152,7.895292399,96.12835443
2852,24,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1253.437216,58025.61377,2293.419672,277660.5746,0.071651299,0.000319205,-8.942391575,6217.331912,21.46664502,30.61577619,-223.1177299,1962.577162,163.2316117,322.731781,-34.41124027,60.6653851,24.16524547,64.51262357,-10.28423788,84.48702478
2875,25,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1183.844153,54302.42043,2138.998229,202739.5565,0.06823333,0.000386584,-8.051871163,6355.949045,21.61472597,28.16534216,-221.1800789,877.4909738,173.3636876,384.2032979,-37.46209572,81.09263769,24.36379123,36.60282999,-8.699866714,46.49215368
2898,26,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1278.693111,67447.73611,2233.185127,335529.1301,0.081708379,0.000433577,-17.69351925,10147.44551,20.09421613,25.68684187,-319.5113942,9453.346702,143.6053643,680.4033032,-31.13055351,497.7194323,10.86486703,374.3297059,-5.530084577,151.5022856
2921,27,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",901.9966512,27487.08275,1456.938193,128831.7968,0.053450142,0.000279252,-15.16534013,13119.462,20.28569773,24.96127706,-366.1365726,4063.040837,181.5967206,146.8631612,-5.524889375,323.5139487,27.00810774,89.20056617,-4.821732114,121.2697212
2944,28,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1312.442127,141388.2003,2394.617381,575989.2579,0.081029327,0.000694078,-9.775174874,6305.596977,20.2186396,30.51457422,-228.9141889,3145.900387,154.0918075,892.0043296,-30.66343725,304.6879579,20.80843337,131.1042316,-6.058759877,148.1374646
2967,29,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1558.165649,183764.8994,2920.703579,661856.6863,0.09220529,0.001143403,-14.14416333,9317.218612,19.74913858,27.15855218,-297.4063702,12941.79301,130.327824,1559.631455,-30.52942547,330.3688736,27.48297747,83.55319983,-7.000443288,184.3928418
2990,30,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1244.388655,129093.8271,2354.5723,487861.5593,0.063754391,0.000860219,-18.78073007,9632.059854,15.5042217,22.57034749,-315.4241805,3912.037471,149.6818587,507.6635805,-30.6723938,424.410377,23.24129633,56.33033903,-8.744888679,229.9860305
3013,31,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",822.2482799,68193.92436,1432.926167,387970.8273,0.039477728,0.000280812,-15.12171606,13490.019,15.74944886,18.39699548,-374.034029,5796.0544,172.4320318,542.7365832,6.472531364,651.2697175,20.14269684,146.38751,5.861100949,270.8396797
3036,32,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",792.9428995,15061.61188,1207.637116,102777.0947,0.0365787,6.28E-05,-24.80627451,21217.90415,23.34844435,11.83471349,-498.5554651,1809.054473,177.5244795,139.653169,11.20068283,101.0450593,27.64189358,48.43540568,-2.823976074,67.02296451
3059,33,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1128.269964,125089.699,2165.697731,636456.1861,0.054333591,0.000680475,-23.6898444,15570.40557,17.22135941,20.51211848,-429.1383089,7334.115582,120.7185101,1456.352707,-1.649735922,691.5478912,17.96063249,72.63290838,7.732249233,161.5906975
3082,34,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1369.952368,174071.0765,2655.711642,546808.0628,0.073551432,0.001480082,-15.66470417,9314.569749,18.46601381,18.71326024,-309.1658386,4606.036339,138.6111721,976.7459924,-29.71861932,309.8126358,33.61909662,90.75195815,-0.384134922,154.0905924
3105,35,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1016.585895,265220.0573,1824.029229,940448.0901,0.061144925,0.00203479,-12.70645053,10601.47346,17.32696341,20.42576292,-319.9505256,5643.862813,166.0031657,1000.452057,-11.92247262,1120.068785,27.21093308,175.2840265,7.84616052,216.3776283
3128,36,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1280.672135,301916.1626,2436.999398,1539348.025,0.059403388,0.001160384,-24.65116789,14743.46138,16.19137055,25.40700662,-419.0853246,3953.043699,127.5360964,1451.569428,-3.787672679,311.0859214,23.18035218,160.6735158,-4.398812521,248.4718226
3151,37,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1534.824385,187555.9489,2839.48668,550128.3107,0.093955911,0.001741033,-17.09365694,7607.921723,16.25419216,20.78527036,-275.2245082,5755.426002,125.2779901,1019.705424,-41.08550761,508.9977517,24.59478581,124.0583476,-4.809779881,237.854897
3174,38,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1278.555791,92127.28385,2375.771655,354446.7928,0.075763838,0.000752506,-15.10901127,8126.072055,15.38859017,17.8176635,-276.1616586,6583.147865,146.4247148,484.9067802,-36.51774113,376.8737627,24.17007376,259.2152345,-2.516629102,165.2881716
3197,39,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1633.257727,176404.8043,3160.030943,882768.1679,0.108913593,0.002377364,-21.41855311,14278.73248,15.82094677,14.84665855,-409.5825222,7032.062263,116.8038977,644.8819327,-16.12530321,357.0409909,11.71223967,126.8474926,0.751530316,270.4200854
3220,40,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1396.891017,87300.8783,2653.207781,484937.6201,0.072651708,0.000610405,-22.02889619,11430.56583,16.01515137,14.64752278,-358.4113065,5631.085953,129.122067,712.3290434,-30.44652672,646.5230057,19.89976996,121.2174469,-10.44044019,205.3387028
3243,41,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1328.893796,109967.9298,2461.320233,367197.4913,0.078742733,0.001149396,-22.74432535,11807.68201,16.97914187,13.89324145,-368.3320051,5207.131003,124.2999363,468.2817404,-31.5958065,426.9891818,17.64362371,178.6248901,2.310259652,173.4090017
3266,42,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1327.224331,36145.74512,2172.575002,171457.4013,0.093762869,0.000282272,-7.222684143,4493.138022,16.55828279,22.01405806,-160.3032763,2448.579793,164.1388957,486.5284828,-48.90822272,183.4893727,1.577551245,112.4431633,-7.584963709,100.3791439
3289,43,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1063.021975,119963.0753,1611.142635,1108341.072,0.051069298,0.000225452,-12.18088259,7149.967765,17.45883487,17.72144391,-249.4063915,3634.945471,161.6403388,574.3183225,10.08295231,711.9337462,-3.096722697,166.0224254,-0.628503302,77.52054619
3312,44,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1180.073413,114068.1571,2029.82155,565660.2686,0.071678173,0.000545103,-23.63416182,14261.9531,17.7792452,14.03168806,-402.2036403,2906.382734,154.1484247,1282.534583,-15.18370697,320.8799703,15.31479856,200.9953537,-3.094579613,139.3847918
3335,45,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1175.445059,25049.10467,1900.455407,100015.0083,0.062265322,0.000254944,-6.845806148,4406.34363,17.51740163,22.21173648,-170.8161832,1647.410606,157.1032522,249.6609791,-22.00414488,157.7617674,5.222393101,187.4195971,-4.083632991,111.2987659
3358,46,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1879.144191,85646.40714,3634.871457,469251.7847,0.1116245,0.000604609,-0.646672832,1871.043945,17.20493097,16.78165977,-85.16515184,544.8494238,118.3988765,373.7565946,-31.47083863,72.9968775,20.27907541,38.60678533,-4.403262142,51.34543255
3381,47,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1173.285413,23692.76252,2081.976971,156566.5422,0.066232513,0.000418035,-24.5122099,16352.57215,19.7266255,14.0758143,-436.7136337,3777.718436,154.2026131,165.2848263,-19.88244064,176.4920268,20.17502592,149.082719,3.146310596,97.25321322
3404,48,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1516.506302,549977.6938,2772.700366,2503287.513,0.087299767,0.001840112,0.116483816,3910.37551,18.1251071,19.3893884,-123.6513907,8784.575814,148.4279748,2511.37854,-21.53613428,423.5971358,17.44506116,223.2678572,-1.447975774,116.1174554
3427,49,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2225.688942,338212.5737,4469.533464,1624475.925,0.109457894,0.00117728,-2.20389134,1912.150308,17.5976181,24.2179831,-98.39235812,3457.049227,98.30509839,561.3972756,-20.47344167,123.844198,18.81822637,123.9712133,-2.097088912,49.28409365
3450,50,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1169.960699,48685.21008,2359.922216,237959.4262,0.049471596,0.00021787,-21.30806254,17469.8499,16.16063817,12.03197569,-449.7109281,4611.635268,151.5022541,455.7154677,-12.71684317,132.7055508,44.27057381,45.467621,6.243864698,38.64290341
3473,51,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1527.730552,232682.9142,3221.200263,1527026.692,0.060080926,0.001605592,-3.038608056,7656.660742,17.51384707,19.76614982,-230.304922,28284.60732,119.1106291,1155.739822,-1.010616201,1083.821443,28.38443923,96.20308207,10.02767504,138.4263295
3496,52,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2412.682952,421606.1232,4997.030171,2202775.812,0.127016337,0.002336631,-9.375818699,4122.199013,18.93261825,36.47748281,-185.9306899,9414.548901,86.6819121,930.8846151,-15.66767602,592.9216259,14.75468999,110.5823737,-2.244435675,98.50946203
3519,53,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1466.085238,116546.4854,2750.482774,584287.7103,0.087918256,0.000538201,0.894815005,3518.682959,18.22452459,21.56226791,-119.0146778,4746.252365,149.5463028,921.4015617,-43.39565953,234.3116359,24.65362464,125.7930227,-5.646085622,113.9848693
3542,54,classical,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1712.599414,110115.068,2833.886378,402149.9715,0.116241597,0.001424737,0.942730518,2972.918554,17.88366638,13.92805939,-106.21428,3645.974888,127.3266991,738.7476005,-45.25964697,271.2159377,31.27514247,158.0297839,4.324019842,436.6962085
